age,revenu_annuel,montant_credit,duree_mois,anciennete_emploi,nb_credits_en_cours,taux_endettement,historique,type_credit,defaut
66,29000,64900,12,1.8,4,80.0,bon,immobilier,0
32,30400,24400,36,4.7,5,26.8,bon,personnel,0
59,15800,77600,60,0.1,3,80.0,neutre,immobilier,0
66,35900,14400,240,6.4,5,2.0,bon,personnel,0
48,56900,73600,240,1.7,2,6.5,neutre,auto,0
62,37400,14300,84,2.4,0,5.5,bon,personnel,0
26,62600,160200,120,7.9,2,25.6,bon,immobilier,0
63,48500,13800,120,0.9,4,2.8,bon,personnel,0
48,35300,56400,60,2.6,0,32.0,bon,immobilier,0
31,26500,20900,36,7.5,4,26.3,bon,auto,0
23,28500,44400,60,0.7,4,31.2,bon,revolving,0
55,17400,26200,24,0.1,1,75.3,bon,auto,0
41,31800,12500,120,1.6,5,3.9,bon,auto,0
35,39100,3800,48,2.2,4,2.4,neutre,immobilier,0
39,85600,155600,36,16.7,2,60.6,neutre,personnel,1
69,47300,28300,120,6.9,5,6.0,bon,immobilier,0
41,23600,3400,24,8.4,3,7.2,bon,personnel,0
23,17700,33300,240,4.2,2,9.4,mauvais,auto,0
33,32800,43600,240,5.1,3,6.6,bon,personnel,0
27,54500,16300,60,1.6,5,6.0,bon,personnel,0
54,32500,16400,84,1.3,3,7.2,bon,immobilier,0
60,47600,26500,12,3.3,3,55.7,bon,revolving,0
62,33200,62400,48,2.2,3,47.0,neutre,auto,1
51,52000,28900,120,5.5,4,5.6,bon,auto,0
58,16300,74900,12,2.3,1,80.0,bon,auto,1
40,81000,59400,36,0.4,3,24.4,bon,immobilier,0
51,20800,22900,48,5.9,4,27.5,bon,auto,1
25,54000,9000,60,2.7,1,3.3,neutre,immobilier,0
46,31700,23000,84,3.7,4,10.4,bon,revolving,0
47,34300,38900,24,11.9,0,56.7,bon,auto,0
21,32200,28100,36,7.3,0,29.1,neutre,personnel,0
47,41300,41900,120,2.2,2,10.1,neutre,immobilier,0
56,45700,49200,36,8.7,3,35.9,mauvais,immobilier,0
38,61600,39000,36,3.7,0,21.1,bon,immobilier,0
47,73400,22200,36,0.1,2,10.1,neutre,personnel,0
34,42900,38700,84,3.0,1,12.9,bon,immobilier,0
33,85500,128600,12,5.9,5,80.0,bon,immobilier,0
26,38000,9500,36,4.0,4,8.3,neutre,personnel,0
36,62200,37800,60,1.4,5,12.2,bon,immobilier,0
60,45000,97000,12,14.0,2,80.0,bon,auto,0
66,27600,11800,240,5.0,3,2.1,bon,personnel,0
51,39800,54200,120,21.1,2,13.6,bon,revolving,0
51,46700,59500,60,2.4,2,25.5,neutre,immobilier,0
50,35700,9600,48,21.7,3,6.7,bon,immobilier,0
43,44600,44300,36,10.2,5,33.1,bon,revolving,1
41,56000,22200,60,2.0,5,7.9,neutre,immobilier,0
51,35900,25800,36,5.6,1,24.0,bon,revolving,0
59,15000,21400,60,4.8,1,28.5,bon,revolving,0
40,84000,67400,24,1.9,2,40.1,bon,immobilier,1
48,31300,24900,84,2.0,4,11.4,bon,immobilier,0
43,24100,19500,36,1.7,2,27.0,mauvais,revolving,0
34,20700,19700,60,2.6,0,19.0,mauvais,personnel,0
34,30700,21200,36,6.0,0,23.0,bon,immobilier,0
23,27400,12600,36,0.8,2,15.3,bon,immobilier,0
41,25100,19300,48,4.3,5,19.2,neutre,auto,1
55,25800,29200,48,2.3,4,28.3,neutre,auto,1
54,47300,35700,240,2.3,1,3.8,neutre,personnel,0
69,100200,62500,36,9.7,3,20.8,neutre,auto,0
21,54700,31800,24,11.7,4,29.1,bon,auto,0
58,63700,19300,60,0.6,1,6.1,mauvais,personnel,0
59,30100,13300,36,4.0,4,14.7,bon,personnel,0
41,38300,33100,120,6.0,3,8.6,bon,immobilier,0
34,44900,24800,36,0.4,4,18.4,bon,immobilier,0
37,26100,25400,120,7.4,0,9.7,bon,auto,0
54,29400,32300,60,0.8,0,22.0,bon,immobilier,0
63,55700,38700,36,0.6,2,23.2,mauvais,revolving,0
52,62600,32500,48,9.1,2,13.0,neutre,auto,0
45,37600,23900,48,4.9,1,15.9,bon,personnel,0
52,20000,15400,60,17.5,5,15.4,bon,auto,0
23,31300,17500,48,0.9,1,14.0,bon,personnel,0
50,17700,48700,60,2.3,2,55.0,neutre,personnel,1
22,37700,20000,84,10.2,0,7.6,mauvais,immobilier,0
67,41300,10500,60,1.0,0,5.1,bon,immobilier,0
64,31700,60600,60,1.5,1,38.2,bon,revolving,0
45,41000,13900,120,2.5,4,3.4,bon,immobilier,0
38,44700,27600,48,12.1,3,15.4,bon,immobilier,0
56,41300,37900,48,2.8,4,22.9,neutre,personnel,0
51,19900,27000,36,0.7,4,45.2,bon,revolving,0
55,32000,4700,24,1.6,3,7.3,mauvais,personnel,0
45,44600,35400,36,5.3,2,26.5,neutre,immobilier,0
31,80000,68100,48,1.1,2,21.3,bon,immobilier,0
23,31700,46700,84,2.4,0,21.0,bon,revolving,0
34,47800,6100,36,1.4,1,4.3,neutre,personnel,0
46,56300,119300,84,12.7,2,30.3,neutre,auto,0
41,32900,10600,24,0.2,1,16.1,bon,auto,0
45,64500,12600,36,5.6,0,6.5,neutre,personnel,0
33,66200,46500,36,0.4,3,23.4,bon,immobilier,0
66,72400,36900,48,10.0,2,12.7,bon,personnel,0
38,45700,28500,36,3.8,5,20.8,bon,personnel,1
62,118200,18100,24,0.1,4,7.7,bon,personnel,0
39,26700,68300,60,4.0,4,51.2,neutre,personnel,0
42,105000,26200,48,12.6,2,6.2,mauvais,auto,1
50,53300,9000,48,22.0,3,4.2,bon,personnel,0
33,71000,63700,36,1.9,5,29.9,bon,immobilier,0
30,30900,31400,48,0.3,3,25.4,neutre,immobilier,0
38,55400,58700,36,14.8,1,35.3,neutre,personnel,0
60,74100,40200,36,1.4,4,18.1,bon,personnel,0
27,21100,143500,60,10.1,0,80.0,neutre,immobilier,0
41,33500,21700,60,2.1,3,13.0,bon,auto,0
53,15000,27200,180,1.0,5,12.1,bon,immobilier,0
55,33200,44500,120,12.2,5,13.4,mauvais,immobilier,1
41,24100,21700,12,1.3,4,80.0,neutre,auto,0
24,32600,47200,36,3.0,3,48.3,neutre,auto,0
20,156700,3400,120,7.3,2,0.2,neutre,personnel,0
43,85700,25600,36,8.0,1,10.0,neutre,auto,0
60,17700,25000,48,4.3,2,35.3,bon,immobilier,0
21,47900,24400,60,7.6,3,10.2,bon,personnel,0
64,54100,14600,60,1.8,1,5.4,neutre,personnel,1
53,30700,50700,12,0.7,1,80.0,bon,personnel,0
20,39700,18900,36,0.2,4,15.9,mauvais,personnel,0
37,41700,31000,24,10.2,3,37.2,bon,personnel,0
31,18500,26200,36,6.8,2,47.2,neutre,personnel,0
67,21700,38200,24,1.0,4,80.0,bon,immobilier,0
47,39600,73300,60,0.4,5,37.0,neutre,auto,0
36,38200,30800,48,2.8,4,20.2,neutre,immobilier,0
33,25500,48500,24,5.5,4,80.0,bon,immobilier,0
48,24400,29800,24,0.5,1,61.1,bon,personnel,0
20,34700,18900,240,3.0,5,2.7,bon,auto,0
32,56600,24400,36,9.0,4,14.4,bon,personnel,0
28,35000,22100,36,5.1,3,21.0,bon,personnel,0
51,81700,40000,60,1.2,0,9.8,bon,revolving,1
53,25600,29000,36,1.1,3,37.8,neutre,immobilier,0
43,40000,15400,36,2.0,3,12.8,bon,immobilier,1
27,30400,23000,24,1.6,1,37.8,bon,personnel,0
38,48700,9200,240,2.9,1,0.9,bon,revolving,0
62,24600,23600,60,5.8,4,19.2,neutre,immobilier,0
30,95200,26900,60,1.9,3,5.7,bon,auto,1
28,15600,95400,120,1.3,1,61.2,bon,auto,1
25,85600,69100,60,1.4,5,16.1,bon,revolving,0
60,38000,13000,36,6.3,5,11.4,bon,revolving,0
25,47900,31000,48,3.9,0,16.2,neutre,personnel,0
49,70800,31400,48,1.1,0,11.1,mauvais,personnel,0
69,55800,22900,48,4.8,4,10.3,neutre,revolving,0
52,25200,23900,84,0.6,0,13.5,bon,personnel,0
40,49000,21000,24,7.4,4,21.4,bon,auto,0
30,92400,99800,36,2.6,3,36.0,bon,immobilier,0
20,23300,20100,48,2.1,4,21.6,neutre,personnel,0
27,104700,34200,24,0.6,0,16.3,neutre,personnel,0
67,44000,4600,240,10.0,5,0.5,mauvais,revolving,0
27,29200,47900,48,0.4,0,41.0,mauvais,personnel,0
20,23200,61600,24,5.0,2,80.0,neutre,immobilier,1
60,32500,12900,60,1.3,4,7.9,bon,auto,0
40,15000,18800,84,5.5,0,17.9,mauvais,immobilier,0
37,29500,36900,48,1.5,4,31.3,bon,personnel,0
55,31800,27300,48,8.3,4,21.5,bon,personnel,0
46,21200,37300,84,1.3,5,25.1,neutre,personnel,0
65,52800,22000,36,0.6,3,13.9,bon,revolving,0
43,32600,99100,60,0.8,1,60.8,bon,immobilier,0
55,26400,16800,60,0.9,4,12.7,bon,personnel,0
63,30900,177000,120,3.5,0,57.3,neutre,immobilier,0
43,43400,64200,120,10.0,4,14.8,bon,immobilier,0
34,37700,48200,180,0.1,0,8.5,bon,immobilier,0
68,25600,13000,24,9.9,4,25.4,bon,personnel,1
31,38700,50900,120,8.2,0,13.2,bon,personnel,1
21,35400,41100,60,2.7,2,23.2,bon,auto,0
48,20500,6100,48,8.9,5,7.4,neutre,revolving,0
69,31400,10100,180,7.0,2,2.1,bon,immobilier,0
24,48500,34600,120,5.9,0,7.1,bon,personnel,0
62,48300,24500,84,8.8,5,7.2,neutre,revolving,0
61,32400,18700,24,2.4,3,28.9,bon,immobilier,0
66,50900,57300,36,2.1,2,37.5,neutre,auto,0
41,22200,14500,180,0.4,5,4.4,bon,personnel,0
32,22600,19600,240,2.2,3,4.3,bon,revolving,0
45,32000,17100,36,2.6,3,17.8,neutre,personnel,0
27,76800,38500,36,2.0,4,16.7,mauvais,auto,0
62,39400,8100,60,0.7,1,4.1,mauvais,immobilier,0
53,31600,19000,24,3.6,0,30.1,mauvais,immobilier,1
44,78600,8100,60,28.7,3,2.1,bon,personnel,0
45,31500,21600,240,1.3,4,3.4,bon,auto,0
55,111000,44600,36,5.8,5,13.4,neutre,immobilier,0
46,28100,45200,84,2.6,0,23.0,neutre,immobilier,1
61,21900,16200,60,3.1,0,14.8,bon,personnel,0
66,33400,39100,36,0.2,5,39.0,bon,personnel,0
67,32100,23600,48,1.9,1,18.4,bon,immobilier,0
51,24200,69800,60,17.4,3,57.7,neutre,personnel,1
57,133400,24600,84,4.0,2,2.6,neutre,immobilier,0
35,42600,3400,60,0.9,1,1.6,bon,personnel,0
21,45800,50300,180,8.2,4,7.3,bon,auto,0
40,28800,19500,24,3.9,4,33.9,mauvais,immobilier,0
63,27200,22200,240,9.5,1,4.1,bon,immobilier,0
26,60600,34000,60,0.6,5,11.2,neutre,personnel,0
47,15700,9900,48,11.7,3,15.8,mauvais,auto,1
29,20500,28300,24,14.5,1,69.0,mauvais,revolving,0
41,32100,39100,36,4.2,1,40.6,bon,auto,0
27,71400,34700,48,2.4,0,12.1,neutre,auto,0
56,30100,17700,180,8.0,3,3.9,neutre,personnel,0
60,44700,53900,84,0.6,3,17.2,bon,immobilier,0
57,36800,13400,24,1.2,1,18.2,bon,personnel,0
55,69400,17400,36,6.9,3,8.4,bon,personnel,0
31,16400,24500,48,1.6,1,37.3,bon,immobilier,0
46,52500,33100,120,5.1,1,6.3,bon,personnel,0
25,32900,21400,84,8.4,1,9.3,bon,immobilier,0
38,57700,63600,36,1.8,3,36.7,neutre,revolving,0
45,24100,33100,24,3.5,5,68.7,mauvais,immobilier,1
53,36800,28400,24,8.1,3,38.6,neutre,personnel,1
24,34500,32300,60,4.0,3,18.7,neutre,personnel,1
60,22000,44900,24,8.4,5,80.0,bon,immobilier,1
42,19100,31800,36,0.3,3,55.5,neutre,immobilier,1
64,27200,7600,120,0.9,4,2.8,bon,immobilier,0
46,38800,57700,48,4.9,3,37.2,bon,revolving,0
47,24900,29300,240,2.4,0,5.9,neutre,revolving,0
54,30800,43500,84,2.2,3,20.2,mauvais,immobilier,0
60,15000,20200,36,7.0,4,44.9,bon,personnel,0
27,30200,7500,12,5.8,2,24.8,neutre,personnel,1
45,60600,5500,60,3.0,3,1.8,bon,personnel,0
21,51700,13900,84,4.0,0,3.8,neutre,auto,0
43,34800,38600,48,0.6,2,27.7,bon,auto,0
60,41000,66700,180,2.1,5,10.8,bon,auto,1
63,24000,33200,84,0.5,0,19.8,bon,auto,0
34,81800,12900,60,3.5,3,3.2,bon,personnel,1
39,102100,15500,12,0.5,4,15.2,neutre,auto,0
47,39400,69700,36,0.0,4,59.0,neutre,personnel,0
39,132600,10700,48,19.0,5,2.0,neutre,auto,0
28,25800,117200,36,6.1,1,80.0,mauvais,personnel,0
35,19400,100000,120,6.5,1,51.5,bon,immobilier,0
40,25500,119900,48,5.0,2,80.0,neutre,revolving,1
45,32500,35100,36,3.4,0,36.0,bon,personnel,0
66,115400,21200,84,8.4,0,2.6,bon,revolving,0
47,31600,34500,60,15.3,3,21.8,neutre,personnel,1
39,23600,50800,36,12.3,1,71.8,mauvais,auto,0
53,23200,17100,60,18.5,5,14.7,bon,immobilier,0
58,64200,12400,60,3.4,5,3.9,neutre,personnel,0
41,59800,22100,48,4.6,4,9.2,neutre,immobilier,0
44,28500,15700,36,0.3,4,18.4,bon,personnel,0
30,15000,64100,60,1.1,1,80.0,neutre,immobilier,1
63,20700,17500,60,6.5,4,16.9,bon,personnel,0
63,85900,28800,12,0.0,5,33.5,bon,personnel,0
28,51200,53500,36,0.9,0,34.8,bon,personnel,0
37,37500,65900,60,3.4,3,35.1,mauvais,immobilier,0
33,92400,31100,36,4.1,5,11.2,neutre,personnel,0
66,96700,35200,240,12.6,3,1.8,bon,personnel,1
23,35700,13200,36,11.9,4,12.3,bon,personnel,0
30,36000,55100,84,0.2,0,21.9,bon,personnel,0
35,27100,65200,240,14.6,2,12.0,bon,personnel,0
48,31500,7300,36,8.1,0,7.7,bon,immobilier,0
32,17300,92400,60,1.0,4,80.0,neutre,auto,1
46,17200,16500,24,3.6,3,48.0,bon,personnel,0
57,15300,40800,60,9.7,1,53.3,neutre,personnel,0
61,62500,28400,240,3.8,4,2.3,neutre,revolving,1
24,16600,25800,240,5.3,3,7.8,bon,revolving,0
26,96300,23300,48,7.0,4,6.0,mauvais,revolving,1
24,25200,13400,120,9.7,4,5.3,mauvais,immobilier,0
65,86600,38800,120,0.7,5,4.5,bon,personnel,0
52,30300,22000,36,1.6,1,24.2,bon,personnel,0
46,16600,10800,120,16.9,3,6.5,neutre,personnel,0
59,69000,13000,36,3.7,0,6.3,neutre,immobilier,0
49,73200,10900,240,21.6,3,0.7,mauvais,immobilier,0
31,23100,18600,120,9.5,2,8.1,bon,personnel,0
45,30800,37800,60,26.5,3,24.5,neutre,personnel,0
55,23100,16400,48,19.9,0,17.7,bon,revolving,0
21,34200,53300,180,3.2,2,10.4,neutre,personnel,0
50,38300,24700,24,5.0,2,32.2,bon,personnel,0
44,30500,22000,48,5.2,0,18.0,neutre,personnel,0
23,15000,27200,48,1.7,0,45.3,bon,immobilier,0
33,27200,71400,48,9.9,5,65.6,bon,personnel,0
42,51600,10300,24,1.8,2,10.0,neutre,immobilier,0
37,32700,85800,36,3.0,0,80.0,bon,immobilier,1
34,30800,52700,240,12.6,0,8.6,bon,revolving,0
52,22800,26500,120,1.2,5,11.6,bon,personnel,0
40,26800,61600,120,0.3,1,23.0,neutre,personnel,0
44,73500,21500,60,0.4,5,5.9,bon,auto,0
59,20500,32900,60,21.6,1,32.1,mauvais,immobilier,0
24,52100,18400,60,1.1,0,7.1,neutre,immobilier,0
37,37200,52900,60,2.3,5,28.4,mauvais,immobilier,1
23,41000,16400,120,0.4,0,4.0,bon,auto,0
66,25200,26000,36,6.7,4,34.4,neutre,personnel,0
29,30500,43300,240,2.8,4,7.1,mauvais,revolving,1
60,36200,56000,180,2.8,5,10.3,mauvais,personnel,0
29,28000,15100,48,1.1,3,13.5,neutre,personnel,0
36,42900,45600,240,3.4,5,5.3,mauvais,personnel,0
50,45600,13500,120,1.1,3,3.0,bon,auto,0
61,107600,6000,12,5.0,0,5.6,bon,immobilier,0
28,41700,15900,12,8.4,1,38.1,bon,personnel,0
30,15000,48300,84,0.9,0,46.0,bon,revolving,0
64,65000,26700,84,4.1,5,5.9,mauvais,revolving,0
36,32800,18500,36,9.7,2,18.8,bon,immobilier,0
30,99300,28000,48,8.7,3,7.0,bon,personnel,0
57,75800,27300,60,6.4,4,7.2,bon,immobilier,0
24,28200,41600,48,1.0,3,36.9,neutre,immobilier,1
63,52100,8700,24,7.3,5,8.3,bon,personnel,0
63,27000,25000,36,0.7,5,30.9,neutre,personnel,1
62,36400,29300,120,8.0,1,8.0,mauvais,immobilier,0
34,50900,10300,24,1.6,4,10.1,bon,revolving,0
25,63400,10200,60,0.9,1,3.2,bon,personnel,0
41,56800,20800,60,10.5,4,7.3,bon,immobilier,0
36,37700,27100,240,9.7,3,3.6,bon,revolving,1
67,125700,27100,240,3.8,5,1.1,bon,immobilier,0
51,30300,18200,180,2.5,1,4.0,bon,immobilier,0
67,16300,17700,60,11.3,5,21.7,bon,personnel,1
57,17900,20400,12,0.1,3,80.0,bon,revolving,1
55,75900,33200,36,0.4,4,14.6,neutre,auto,1
25,34900,64300,48,16.4,4,46.1,neutre,personnel,0
23,39300,5700,12,2.6,4,14.5,neutre,personnel,0
22,27700,41600,12,2.0,1,80.0,neutre,immobilier,0
49,29000,24900,36,8.1,1,28.6,mauvais,personnel,1
30,24500,38900,48,21.0,0,39.7,neutre,personnel,0
69,46000,61700,60,6.7,5,26.8,bon,auto,0
26,34600,15900,180,5.1,3,3.1,bon,revolving,0
67,45100,52100,48,11.1,5,28.9,bon,immobilier,0
53,43000,11200,12,2.8,2,26.0,bon,personnel,0
25,29400,29400,60,1.5,3,20.0,mauvais,personnel,0
22,17500,22700,48,1.7,0,32.4,bon,auto,0
39,16800,27800,180,1.1,3,11.0,neutre,personnel,0
36,164900,13500,48,0.4,5,2.0,mauvais,auto,1
35,76000,36500,36,1.6,3,16.0,bon,revolving,0
46,71000,81700,84,1.1,5,16.4,bon,immobilier,0
26,25900,13600,48,2.2,3,13.1,bon,auto,0
26,36500,30700,60,6.8,2,16.8,neutre,personnel,0
54,24200,49000,36,0.9,1,67.5,neutre,personnel,1
69,18800,21900,48,5.5,1,29.1,mauvais,immobilier,0
33,27100,69700,12,3.0,3,80.0,bon,immobilier,0
66,70500,19900,84,2.9,2,4.0,neutre,personnel,0
37,55300,24800,36,1.8,2,14.9,neutre,immobilier,0
36,22400,13400,24,2.8,3,29.9,bon,auto,0
24,31000,29400,60,14.3,3,19.0,mauvais,personnel,0
41,52800,27000,60,3.1,4,10.2,mauvais,auto,0
44,27300,42000,36,8.1,5,51.3,neutre,auto,1
53,37800,17200,240,1.1,0,2.3,bon,revolving,0
27,44400,16700,60,0.5,0,7.5,bon,auto,0
29,44200,37200,180,0.0,4,5.6,bon,auto,0
41,41200,71500,36,6.3,5,57.8,bon,personnel,0
23,26200,41800,60,1.4,3,31.9,neutre,immobilier,0
27,27600,98000,48,3.0,3,80.0,bon,personnel,0
51,20600,39700,48,10.5,4,48.2,bon,auto,0
67,16600,38700,12,2.1,5,80.0,bon,auto,1
48,34300,43300,36,0.8,2,42.1,bon,immobilier,1
27,54600,76200,120,3.2,1,14.0,bon,immobilier,0
69,18200,64000,120,2.0,4,35.2,bon,personnel,0
46,41600,12600,24,5.6,0,15.1,neutre,personnel,0
55,53800,47100,12,12.5,0,80.0,bon,immobilier,0
29,15000,32400,24,8.9,3,80.0,bon,personnel,0
48,31700,23500,60,3.0,1,14.8,bon,personnel,0
23,82700,7800,36,0.8,3,3.1,bon,personnel,0
51,47900,9200,84,18.2,2,2.7,bon,revolving,0
30,15000,20800,12,5.1,4,80.0,mauvais,personnel,0
65,50500,9700,84,18.7,1,2.7,bon,revolving,0
22,25000,21100,120,6.9,3,8.4,mauvais,personnel,0
52,51300,44400,12,0.2,4,80.0,mauvais,immobilier,1
26,25700,17900,120,17.4,3,7.0,mauvais,immobilier,1
54,35400,28500,180,1.9,1,5.4,mauvais,immobilier,0
44,27800,12700,60,0.1,5,9.1,neutre,personnel,0
68,36400,33200,36,2.8,0,30.4,bon,revolving,0
52,27300,38400,60,3.1,1,28.1,bon,revolving,0
38,32500,9900,36,1.7,3,10.2,neutre,auto,0
24,20200,15900,180,0.1,1,5.2,bon,personnel,0
49,46400,11100,60,4.5,3,4.8,neutre,personnel,0
42,39600,38400,84,6.7,4,13.9,bon,personnel,0
22,16200,30200,60,3.9,3,37.3,bon,revolving,0
49,59700,26000,36,7.6,2,14.5,neutre,auto,0
30,33300,24600,60,0.2,3,14.8,neutre,immobilier,0
31,39400,33700,120,19.5,3,8.6,bon,immobilier,0
20,53200,34200,48,9.2,4,16.1,bon,auto,0
38,42800,19000,36,0.0,3,14.8,mauvais,personnel,1
30,65000,17200,240,7.9,0,1.3,neutre,immobilier,0
23,31400,25800,36,4.0,1,27.4,bon,personnel,0
41,60900,23600,120,6.3,2,3.9,neutre,revolving,0
31,38600,113800,36,20.2,2,80.0,bon,immobilier,0
26,46800,20600,84,11.6,5,6.3,bon,personnel,0
43,44400,33000,60,2.0,0,14.9,bon,revolving,1
23,67500,37300,24,2.1,4,27.6,bon,revolving,1
69,52100,71700,24,0.8,1,68.8,bon,immobilier,0
43,29100,15200,36,2.4,3,17.4,bon,revolving,0
69,26400,68700,60,8.9,1,52.0,neutre,personnel,0
64,35400,24300,48,1.6,0,17.2,bon,auto,0
68,24800,155000,36,1.8,0,80.0,neutre,auto,0
47,21500,34700,60,1.6,2,32.3,bon,immobilier,0
41,15000,11400,240,3.6,4,3.8,mauvais,immobilier,0
55,16700,23400,24,0.8,2,70.1,neutre,personnel,0
24,98000,68600,60,0.6,5,14.0,mauvais,immobilier,0
62,26200,28500,180,9.2,5,7.3,bon,personnel,0
36,94100,25800,60,0.2,1,5.5,bon,personnel,0
20,44400,44500,240,1.1,5,5.0,bon,revolving,0
31,35400,21100,60,1.0,3,11.9,neutre,auto,0
32,17100,23200,60,10.9,3,27.1,neutre,personnel,0
20,36400,13900,84,2.7,2,5.5,neutre,personnel,0
53,93500,90200,36,9.3,5,32.2,neutre,personnel,1
24,79100,11400,60,12.2,0,2.9,bon,immobilier,0
62,41700,30300,60,14.3,0,14.5,bon,auto,0
42,20400,37600,24,0.9,0,80.0,bon,immobilier,1
55,22500,26600,48,1.2,5,29.6,bon,revolving,1
36,23700,11200,84,3.7,3,6.8,neutre,personnel,0
26,68800,13400,12,8.5,3,19.5,neutre,revolving,1
29,82100,38800,48,8.4,0,11.8,neutre,immobilier,0
52,40100,15600,24,0.9,0,19.5,bon,auto,0
55,31200,6300,36,4.6,5,6.7,bon,immobilier,0
33,78800,35300,60,0.1,5,9.0,bon,revolving,0
37,22300,14600,12,5.6,4,65.5,bon,personnel,1
67,37300,41900,48,4.7,5,28.1,bon,immobilier,0
62,45800,23400,12,10.6,4,51.1,bon,personnel,0
40,23600,22600,180,3.0,4,6.4,mauvais,personnel,0
32,26400,27900,120,0.7,5,10.6,bon,auto,0
35,25400,12100,36,3.5,2,15.9,neutre,immobilier,0
46,73700,15100,24,11.2,0,10.2,neutre,personnel,0
48,94600,22400,36,4.9,0,7.9,neutre,revolving,0
29,38500,12100,12,0.8,3,31.4,neutre,personnel,0
23,31800,44300,84,3.5,1,19.9,neutre,auto,0
44,26900,21700,60,1.1,1,16.1,neutre,auto,1
59,36300,9800,60,4.7,5,5.4,bon,auto,0
27,27600,18200,120,1.2,3,6.6,bon,immobilier,0
40,34600,28900,120,1.9,2,8.4,neutre,immobilier,0
28,44700,19700,48,4.3,2,11.0,bon,personnel,0
32,29700,35600,60,7.4,1,24.0,bon,immobilier,1
50,33000,40200,48,0.1,0,30.5,bon,personnel,0
34,33100,144500,60,1.7,5,80.0,neutre,immobilier,1
33,31000,60200,36,0.6,4,64.7,mauvais,personnel,1
69,29100,8600,36,2.7,5,9.9,bon,immobilier,0
28,53200,20900,36,8.8,1,13.1,bon,immobilier,0
29,15000,22300,36,1.4,0,49.6,bon,auto,0
66,79800,40200,48,6.0,0,12.6,mauvais,immobilier,0
47,38900,14000,84,0.7,5,5.1,bon,immobilier,0
22,49300,18500,48,16.1,5,9.4,bon,auto,0
41,52200,11300,240,7.3,5,1.1,bon,personnel,0
48,25500,17600,36,3.5,0,23.0,bon,revolving,0
32,23000,18100,180,13.8,2,5.2,neutre,personnel,0
47,21700,21600,36,17.2,1,33.2,bon,personnel,0
52,32100,11700,36,2.4,3,12.1,bon,personnel,0
32,51500,53500,36,5.8,0,34.6,bon,immobilier,0
60,27100,37400,36,2.7,2,46.0,neutre,immobilier,1
42,49200,9800,36,0.2,3,6.6,bon,personnel,0
68,15000,27400,60,28.0,1,36.5,bon,auto,0
24,29900,9000,36,1.8,4,10.0,neutre,revolving,0
36,65100,68800,24,0.1,0,52.8,mauvais,personnel,1
56,33300,83300,36,0.3,5,80.0,bon,personnel,0
64,24000,25900,60,2.4,0,21.6,neutre,personnel,0
31,26100,14800,48,3.5,4,14.2,neutre,auto,0
69,15000,16900,36,3.7,3,37.6,neutre,immobilier,0
29,21900,19600,24,2.2,2,44.7,bon,auto,0
40,61600,25000,84,1.0,0,5.8,neutre,immobilier,0
35,27100,70200,84,4.7,5,37.0,neutre,personnel,0
41,28800,52500,48,4.6,5,45.6,bon,personnel,0
65,15000,53100,60,2.5,4,70.8,bon,personnel,0
56,16100,30300,36,2.7,5,62.7,bon,immobilier,0
59,65800,12000,48,2.7,5,4.6,neutre,auto,0
32,49400,15700,84,11.9,4,4.5,bon,immobilier,0
67,19000,28100,84,2.7,1,21.1,neutre,personnel,1
41,26500,11600,36,14.6,4,14.6,neutre,immobilier,0
52,35800,33300,60,1.6,3,18.6,bon,immobilier,0
54,20000,47300,48,1.5,0,59.1,bon,immobilier,1
53,15000,39400,84,1.7,0,37.5,bon,immobilier,0
50,33500,38300,60,0.4,1,22.9,bon,immobilier,0
44,48400,7300,84,19.9,3,2.2,neutre,personnel,0
52,48800,68400,36,2.8,5,46.7,bon,immobilier,0
65,56300,9000,36,9.3,5,5.3,mauvais,personnel,0
39,16700,24200,36,3.6,5,48.3,mauvais,immobilier,1
45,37400,41500,48,3.8,4,27.7,mauvais,immobilier,0
29,31800,34600,48,4.9,0,27.2,bon,immobilier,0
37,34800,11000,60,8.7,4,6.3,bon,immobilier,0
58,32700,12500,60,6.8,2,7.6,neutre,immobilier,0
52,26100,32900,60,3.0,1,25.2,bon,auto,0
30,15000,38500,60,6.7,3,51.3,mauvais,immobilier,0
47,64900,12400,36,1.8,2,6.4,neutre,immobilier,0
60,42800,35400,36,1.6,3,27.6,mauvais,personnel,0
26,17300,9300,36,3.4,5,17.9,mauvais,immobilier,0
23,46000,41700,84,6.0,1,13.0,mauvais,personnel,1
39,29000,14500,24,2.6,1,25.0,bon,auto,0
52,29500,28500,36,2.2,5,32.2,mauvais,personnel,1
35,24700,25300,36,3.5,0,34.1,bon,auto,0
61,47500,60600,60,0.5,5,25.5,neutre,immobilier,0
62,24300,31900,180,9.3,2,8.8,neutre,auto,0
46,21000,17700,120,3.4,5,8.4,bon,personnel,0
38,64000,34600,24,6.4,4,27.0,bon,immobilier,1
22,33200,120500,60,1.6,0,72.6,neutre,auto,0
61,33700,45200,12,0.2,3,80.0,bon,personnel,0
64,51300,25800,84,2.3,1,7.2,neutre,personnel,0
42,26000,15000,48,0.1,0,14.4,bon,auto,0
45,28700,17500,36,1.0,3,20.3,bon,auto,0
57,42300,43300,48,0.3,3,25.6,neutre,personnel,0
54,16800,14500,48,3.9,4,21.6,bon,personnel,1
26,40600,27000,180,0.1,4,4.4,neutre,immobilier,0
